,,,,GENERAL SPECIFICATIONS,,,,,,,,,,,STRESSOR SPECIFICATIONS,,,,,,,,,,,,,,,RESPONSE 1 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 2 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 3 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 4 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 5 SPECIFICATIONS,,,,,,,,,,,,,,,,BINARY RESPONSES,,,,,,,,,,,,,,,,,,,,DATA AVAILABLE?,,,,"IF DATA AVAILABLE, EFFECT DETECTED?",,,,,,
RefID,Author(s),Exposure General Description,Exposure Duration or Timepoint,Coral age class,Current genus name,Current species name,Colony form,Ocean,Study location,Study site,Study type,Event date,Event latitude,Event longitude,Sediment composition,Sediment level,Sediment level UoM,Sediment level converted to mg/cm2/day,Sediment level converted to mg/L,Sediment level average type,Sediment N for computing average,Sediment N UoM,Sediment lower error estimate,Sediment upper error estimate,Sediment level error type,Sediment exposure duration,Sediment exposure duration UoM,Sediment exposure duration in days,Sediment notes,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,High yield/ chlA?,Hydrostatic inflation?,Tentacular activity?,Increased mucus?,Congealed sediment?,Shift from auto to heterotrophy?,Reduced P/R?,Reduced photosynthetic efficiency?,Reduced growth rate?,Reduced fertilization success?,Limited settlement?,Bleaching or reduced chl-a?,Algal overgrowth?,Smothering?,Reduced larval survival? (pre-settlement),Reduced recruit survival? (post-settlement),Small necroses?,Large necroses?,Death of colonies?,Binary Notes,Non-adverse effect reported?,Adverse effect reported?,Mortality reported?,Adult mortality reported?,Effect of sediment on coral?,Non-adverse effect of sediment?,Adverse effect of sediment?,Sediment-induced mortality?,Sediment-induced adult mortality?,Additional notes on study,Rationale for inclusion
DS01,Babcock and Davies (1991),Medium sediment,"Tank 5 and 6, n=6 settlement plates together",larva,Acropora,millepora,n/s,Pacific,"Orpheus Island Research Station, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand and silt of mixed terrigenous and carbonate origin, was collected at a depth of 9 m at the bottom of the reef slope in Pioneer Bay, Orpheus Island ",6.6,mg/cm2/day,6.6,n/a,mean,2,traps,0.6,0.6,s.d.,48,h,2,"sediment and settlement plates were deposited before larvae released into tank, reflects sediment level on TOP surface",Larval settlement,2.1,number of larvae settled,mean,6,"settlement plate, each 64 cm2 area with 48 hr to settle",1.4,2.8,n/a,n/a,95% CI,48,h,n/a,n/a,"Fig. 2 Datathief; lower error bound not shown, but value is estimated based on assumption of symmetrical error bars about the mean",Larval settlement rate,0.13,"% of larvae settled, of n=1630 larvae released per tank",mean rate,6,"settlement plate, each 64 cm2 area with 48 hr to settle",0.09,0.17,n/a,n/a,95% CI,48,h,n/a,n/a,"Larval settlement (Response 1) converted to a rate, based on estimate that 1630 larvae released into each experimental tank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,"based on reported ANOVA tests that looked for differences among treatments and tanks, with respect to controls",0,1,0,0,1,NA,1,NA,NA,"Reduced larval settlement only on top facing settlement surfaces. All other configurations, including the total settlement, was unaffected by sediment","lab study with specific estimates of sedimentation stress and its effects on coral settlement; all tiles horizontally positioned with all sides accessible to larvae, with larvae counted on top, sides, and bottom; settlement counted after 48 hours of larvae being released"
DS01,Babcock and Davies (1991),High sediment,"Tank 7 and 8, n=6 settlement plates together",larva,Acropora,millepora,n/s,Pacific,"Orpheus Island Research Station, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand and silt of mixed terrigenous and carbonate origin, was collected at a depth of 9 m at the bottom of the reef slope in Pioneer Bay, Orpheus Island ",217.1,mg/cm2/day,217.1,n/a,mean,2,traps,153.4,153.4,s.d.,48,h,2,"sediment and settlement plates were deposited before larvae released into tank, reflects sediment level on TOP surface",Larval settlement,0.0,number of larvae settled,mean,6,"settlement plate, each 64 cm2 area with 48 hr to settle",0.0,0.0,n/a,n/a,95% CI,48,h,n/a,n/a,"Fig. 2 Datathief; lower error bound not shown, but value is estimated based on assumption of symmetrical error bars about the mean",Larval settlement rate,0.00,"% of larvae settled, of n=1630 larvae released per tank",mean rate,6,"settlement plate, each 64 cm2 area with 48 hr to settle",0.00,0.00,n/a,n/a,95% CI,48,h,n/a,n/a,"Larval settlement (Response 1) converted to a rate, based on estimate that 1630 larvae released into each experimental tank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,"based on reported ANOVA tests that looked for differences among treatments and tanks, with respect to controls",0,1,0,0,1,NA,1,NA,NA,"Reduced larval settlement only on top facing settlement surfaces. All other configurations, including the total settlement, was unaffected by sediment","lab study with specific estimates of sedimentation stress and its effects on coral settlement; all tiles horizontally positioned with all sides accessible to larvae, with larvae counted on top, sides, and bottom; settlement counted after 48 hours of larvae being released"
DS01,Babcock and Davies (1991),Control,"Tank 1 and 2, n=6 settlement plates together",larva,Acropora,millepora,n/s,Pacific,"Orpheus Island Research Station, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand and silt of mixed terrigenous and carbonate origin, was collected at a depth of 9 m at the bottom of the reef slope in Pioneer Bay, Orpheus Island ",0.9,mg/cm2/day,0.9,n/a,mean,2,traps,0.5,0.5,s.d.,48,h,2,"sediment and settlement plates were deposited before larvae released into tank, reflects sediment level on TOP surface",Larval settlement,17.1,number of larvae settled,mean,6,"settlement plate, each 64 cm2 area with 48 hr to settle",7.7,26.5,n/a,n/a,95% CI,48,h,n/a,n/a,"Fig. 2 Datathief; lower error bound not shown, but value is estimated based on assumption of symmetrical error bars about the mean",Larval settlement rate,1.05,"% of larvae settled, of n=1630 larvae released per tank",mean rate,6,"settlement plate, each 64 cm2 area with 48 hr to settle",0.47,1.62,n/a,n/a,95% CI,48,h,n/a,n/a,"Larval settlement (Response 1) converted to a rate, based on estimate that 1630 larvae released into each experimental tank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"based on reported ANOVA tests that looked for differences among treatments and tanks, with respect to controls",0,1,0,0,0,NA,0,NA,NA,"Reduced larval settlement only on top facing settlement surfaces. All other configurations, including the total settlement, was unaffected by sediment","lab study with specific estimates of sedimentation stress and its effects on coral settlement; all tiles horizontally positioned with all sides accessible to larvae, with larvae counted on top, sides, and bottom; settlement counted after 48 hours of larvae being released"
DS01,Babcock and Davies (1991),Low sediment,"Tank 3 and 4, n=6 settlement plates together",larva,Acropora,millepora,n/s,Pacific,"Orpheus Island Research Station, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand and silt of mixed terrigenous and carbonate origin, was collected at a depth of 9 m at the bottom of the reef slope in Pioneer Bay, Orpheus Island ",3.1,mg/cm2/day,3.1,n/a,mean,2,traps,0.0,0.0,s.d.,48,h,2,"sediment and settlement plates were deposited before larvae released into tank, reflects sediment level on TOP surface",Larval settlement,33.4,number of larvae settled,mean,6,"settlement plate, each 64 cm2 area with 48 hr to settle",28.3,38.4,n/a,n/a,95% CI,48,h,n/a,n/a,"Fig. 2 Datathief; lower error bound not shown, but value is estimated based on assumption of symmetrical error bars about the mean",Larval settlement rate,2.05,"% of larvae settled, of n=1630 larvae released per tank",mean rate,6,"settlement plate, each 64 cm2 area with 48 hr to settle",1.74,2.36,n/a,n/a,95% CI,48,h,n/a,n/a,"Larval settlement (Response 1) converted to a rate, based on estimate that 1630 larvae released into each experimental tank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"based on reported ANOVA tests that looked for differences among treatments and tanks, with respect to controls",0,1,0,0,0,NA,0,NA,NA,"Reduced larval settlement only on top facing settlement surfaces. All other configurations, including the total settlement, was unaffected by sediment","lab study with specific estimates of sedimentation stress and its effects on coral settlement; all tiles horizontally positioned with all sides accessible to larvae, with larvae counted on top, sides, and bottom; settlement counted after 48 hours of larvae being released"
DS01,Babcock and Davies (1991),Medium sediment,"Tank 5 and 6, n=6 settlement plates together",larva,Acropora,millepora,n/s,Pacific,"Orpheus Island Research Station, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand and silt of mixed terrigenous and carbonate origin, was collected at a depth of 9 m at the bottom of the reef slope in Pioneer Bay, Orpheus Island ",6.6,mg/cm2/day,6.6,n/a,mean,2,traps,0.6,0.6,s.d.,48,h,2,"sediment and settlement plates were deposited before larvae released into tank, reflects sediment level on TOP surface",Larval settlement,38.4,number of larvae settled,mean,6,"settlement plate, each 64 cm2 area with 48 hr to settle",23.6,53.3,n/a,n/a,95% CI,48,h,n/a,n/a,"Fig. 2 Datathief; lower error bound not shown, but value is estimated based on assumption of symmetrical error bars about the mean",Larval settlement rate,2.36,"% of larvae settled, of n=1630 larvae released per tank",mean rate,6,"settlement plate, each 64 cm2 area with 48 hr to settle",1.45,3.27,n/a,n/a,95% CI,48,h,n/a,n/a,"Larval settlement (Response 1) converted to a rate, based on estimate that 1630 larvae released into each experimental tank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"based on reported ANOVA tests that looked for differences among treatments and tanks, with respect to controls",0,1,0,0,0,NA,0,NA,NA,"Reduced larval settlement only on top facing settlement surfaces. All other configurations, including the total settlement, was unaffected by sediment","lab study with specific estimates of sedimentation stress and its effects on coral settlement; all tiles horizontally positioned with all sides accessible to larvae, with larvae counted on top, sides, and bottom; settlement counted after 48 hours of larvae being released"
DS01,Babcock and Davies (1991),High sediment,"Tank 7 and 8, n=6 settlement plates together",larva,Acropora,millepora,n/s,Pacific,"Orpheus Island Research Station, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand and silt of mixed terrigenous and carbonate origin, was collected at a depth of 9 m at the bottom of the reef slope in Pioneer Bay, Orpheus Island ",217.1,mg/cm2/day,217.1,n/a,mean,2,traps,153.4,153.4,s.d.,48,h,2,"sediment and settlement plates were deposited before larvae released into tank, reflects sediment level on TOP surface",Larval settlement,30.3,number of larvae settled,mean,6,"settlement plate, each 64 cm2 area with 48 hr to settle",19.9,40.6,n/a,n/a,95% CI,48,h,n/a,n/a,"Fig. 2 Datathief; lower error bound not shown, but value is estimated based on assumption of symmetrical error bars about the mean",Larval settlement rate,1.86,"% of larvae settled, of n=1630 larvae released per tank",mean rate,6,"settlement plate, each 64 cm2 area with 48 hr to settle",1.22,2.49,n/a,n/a,95% CI,48,h,n/a,n/a,"Larval settlement (Response 1) converted to a rate, based on estimate that 1630 larvae released into each experimental tank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"based on reported ANOVA tests that looked for differences among treatments and tanks, with respect to controls",0,1,0,0,0,NA,0,NA,NA,"Reduced larval settlement only on top facing settlement surfaces. All other configurations, including the total settlement, was unaffected by sediment","lab study with specific estimates of sedimentation stress and its effects on coral settlement; all tiles horizontally positioned with all sides accessible to larvae, with larvae counted on top, sides, and bottom; settlement counted after 48 hours of larvae being released"
DS01,Babcock and Davies (1991),Control,"Tank 1 and 2, n=6 settlement plates together",larva,Acropora,millepora,n/s,Pacific,"Orpheus Island Research Station, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand and silt of mixed terrigenous and carbonate origin, was collected at a depth of 9 m at the bottom of the reef slope in Pioneer Bay, Orpheus Island ",0.9,mg/cm2/day,0.9,n/a,mean,2,traps,0.5,0.5,s.d.,48,h,2,"sediment and settlement plates were deposited before larvae released into tank, reflects sediment level on TOP surface",Larval settlement,38.2,number of larvae settled,mean,6,"settlement plate, each 64 cm2 area with 48 hr to settle",32.4,44.0,n/a,n/a,95% CI,48,h,n/a,n/a,"Fig. 2 Datathief; lower error bound not shown, but value is estimated based on assumption of symmetrical error bars about the mean",Larval settlement rate,2.34,"% of larvae settled, of n=1630 larvae released per tank",mean rate,6,"settlement plate, each 64 cm2 area with 48 hr to settle",1.98,2.70,n/a,n/a,95% CI,48,h,n/a,n/a,"Larval settlement (Response 1) converted to a rate, based on estimate that 1630 larvae released into each experimental tank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"based on reported ANOVA tests that looked for differences among treatments and tanks, with respect to controls",0,1,0,0,0,NA,0,NA,NA,"Reduced larval settlement only on top facing settlement surfaces. All other configurations, including the total settlement, was unaffected by sediment","lab study with specific estimates of sedimentation stress and its effects on coral settlement; all tiles horizontally positioned with all sides accessible to larvae, with larvae counted on top, sides, and bottom; settlement counted after 48 hours of larvae being released"
DS01,Babcock and Davies (1991),Low sediment,"Tank 3 and 4, n=6 settlement plates together",larva,Acropora,millepora,n/s,Pacific,"Orpheus Island Research Station, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand and silt of mixed terrigenous and carbonate origin, was collected at a depth of 9 m at the bottom of the reef slope in Pioneer Bay, Orpheus Island ",3.1,mg/cm2/day,3.1,n/a,mean,2,traps,0.0,0.0,s.d.,48,h,2,"sediment and settlement plates were deposited before larvae released into tank, reflects sediment level on TOP surface",Larval settlement,51.5,number of larvae settled,mean,6,"settlement plate, each 64 cm2 area with 48 hr to settle",39.3,63.7,n/a,n/a,95% CI,48,h,n/a,n/a,"Fig. 2 Datathief; lower error bound not shown, but value is estimated based on assumption of symmetrical error bars about the mean",Larval settlement rate,3.16,"% of larvae settled, of n=1630 larvae released per tank",mean rate,6,"settlement plate, each 64 cm2 area with 48 hr to settle",2.41,3.90,n/a,n/a,95% CI,48,h,n/a,n/a,"Larval settlement (Response 1) converted to a rate, based on estimate that 1630 larvae released into each experimental tank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"based on reported ANOVA tests that looked for differences among treatments and tanks, with respect to controls",0,1,0,0,0,NA,0,NA,NA,"Reduced larval settlement only on top facing settlement surfaces. All other configurations, including the total settlement, was unaffected by sediment","lab study with specific estimates of sedimentation stress and its effects on coral settlement; all tiles horizontally positioned with all sides accessible to larvae, with larvae counted on top, sides, and bottom; settlement counted after 48 hours of larvae being released"
DS01,Babcock and Davies (1991),Medium sediment,"Tank 5 and 6, n=6 settlement plates together",larva,Acropora,millepora,n/s,Pacific,"Orpheus Island Research Station, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand and silt of mixed terrigenous and carbonate origin, was collected at a depth of 9 m at the bottom of the reef slope in Pioneer Bay, Orpheus Island ",6.6,mg/cm2/day,6.6,n/a,mean,2,traps,0.6,0.6,s.d.,48,h,2,"sediment and settlement plates were deposited before larvae released into tank, reflects sediment level on TOP surface",Larval settlement,63.1,number of larvae settled,mean,6,"settlement plate, each 64 cm2 area with 48 hr to settle",47.5,78.8,n/a,n/a,95% CI,48,h,n/a,n/a,"Fig. 2 Datathief; lower error bound not shown, but value is estimated based on assumption of symmetrical error bars about the mean",Larval settlement rate,3.87,"% of larvae settled, of n=1630 larvae released per tank",mean rate,6,"settlement plate, each 64 cm2 area with 48 hr to settle",2.92,4.83,n/a,n/a,95% CI,48,h,n/a,n/a,"Larval settlement (Response 1) converted to a rate, based on estimate that 1630 larvae released into each experimental tank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"based on reported ANOVA tests that looked for differences among treatments and tanks, with respect to controls",0,1,0,0,0,NA,0,NA,NA,"Reduced larval settlement only on top facing settlement surfaces. All other configurations, including the total settlement, was unaffected by sediment","lab study with specific estimates of sedimentation stress and its effects on coral settlement; all tiles horizontally positioned with all sides accessible to larvae, with larvae counted on top, sides, and bottom; settlement counted after 48 hours of larvae being released"
DS01,Babcock and Davies (1991),High sediment,"Tank 7 and 8, n=6 settlement plates together",larva,Acropora,millepora,n/s,Pacific,"Orpheus Island Research Station, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand and silt of mixed terrigenous and carbonate origin, was collected at a depth of 9 m at the bottom of the reef slope in Pioneer Bay, Orpheus Island ",217.1,mg/cm2/day,217.1,n/a,mean,2,traps,153.4,153.4,s.d.,48,h,2,"sediment and settlement plates were deposited before larvae released into tank, reflects sediment level on TOP surface",Larval settlement,70.6,number of larvae settled,mean,6,"settlement plate, each 64 cm2 area with 48 hr to settle",40.9,100.3,n/a,n/a,95% CI,48,h,n/a,n/a,"Fig. 2 Datathief; lower error bound not shown, but value is estimated based on assumption of symmetrical error bars about the mean",Larval settlement rate,4.33,"% of larvae settled, of n=1630 larvae released per tank",mean rate,6,"settlement plate, each 64 cm2 area with 48 hr to settle",2.51,6.15,n/a,n/a,95% CI,48,h,n/a,n/a,"Larval settlement (Response 1) converted to a rate, based on estimate that 1630 larvae released into each experimental tank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"based on reported ANOVA tests that looked for differences among treatments and tanks, with respect to controls",0,1,0,0,0,NA,0,NA,NA,"Reduced larval settlement only on top facing settlement surfaces. All other configurations, including the total settlement, was unaffected by sediment","lab study with specific estimates of sedimentation stress and its effects on coral settlement; all tiles horizontally positioned with all sides accessible to larvae, with larvae counted on top, sides, and bottom; settlement counted after 48 hours of larvae being released"
DS01,Babcock and Davies (1991),Control,"Tank 1 and 2, n=6 settlement plates together",larva,Acropora,millepora,n/s,Pacific,"Orpheus Island Research Station, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand and silt of mixed terrigenous and carbonate origin, was collected at a depth of 9 m at the bottom of the reef slope in Pioneer Bay, Orpheus Island ",0.9,mg/cm2/day,0.9,n/a,mean,2,traps,0.5,0.5,s.d.,48,h,2,"sediment and settlement plates were deposited before larvae released into tank, reflects sediment level on TOP surface",Larval settlement,80.4,number of larvae settled,mean,6,"settlement plate, each 64 cm2 area with 48 hr to settle",66.3,94.4,n/a,n/a,95% CI,48,h,n/a,n/a,"Fig. 2 Datathief; lower error bound not shown, but value is estimated based on assumption of symmetrical error bars about the mean",Larval settlement rate,4.93,"% of larvae settled, of n=1630 larvae released per tank",mean rate,6,"settlement plate, each 64 cm2 area with 48 hr to settle",4.07,5.79,n/a,n/a,95% CI,48,h,n/a,n/a,"Larval settlement (Response 1) converted to a rate, based on estimate that 1630 larvae released into each experimental tank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"based on reported ANOVA tests that looked for differences among treatments and tanks, with respect to controls",0,1,0,0,0,NA,0,NA,NA,"Reduced larval settlement only on top facing settlement surfaces. All other configurations, including the total settlement, was unaffected by sediment","lab study with specific estimates of sedimentation stress and its effects on coral settlement; all tiles horizontally positioned with all sides accessible to larvae, with larvae counted on top, sides, and bottom; settlement counted after 48 hours of larvae being released"
DS01,Babcock and Davies (1991),Low sediment,"Tank 3 and 4, n=6 settlement plates together",larva,Acropora,millepora,n/s,Pacific,"Orpheus Island Research Station, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand and silt of mixed terrigenous and carbonate origin, was collected at a depth of 9 m at the bottom of the reef slope in Pioneer Bay, Orpheus Island ",3.1,mg/cm2/day,3.1,n/a,mean,2,traps,0.0,0.0,s.d.,48,h,2,"sediment and settlement plates were deposited before larvae released into tank, reflects sediment level on TOP surface",Larval settlement,84.1,number of larvae settled,mean,6,"settlement plate, each 64 cm2 area with 48 hr to settle",62.1,106.1,n/a,n/a,95% CI,48,h,n/a,n/a,"Fig. 2 Datathief; lower error bound not shown, but value is estimated based on assumption of symmetrical error bars about the mean",Larval settlement rate,5.16,"% of larvae settled, of n=1630 larvae released per tank",mean rate,6,"settlement plate, each 64 cm2 area with 48 hr to settle",3.81,6.51,n/a,n/a,95% CI,48,h,n/a,n/a,"Larval settlement (Response 1) converted to a rate, based on estimate that 1630 larvae released into each experimental tank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"based on reported ANOVA tests that looked for differences among treatments and tanks, with respect to controls",0,1,0,0,0,NA,0,NA,NA,"Reduced larval settlement only on top facing settlement surfaces. All other configurations, including the total settlement, was unaffected by sediment","lab study with specific estimates of sedimentation stress and its effects on coral settlement; all tiles horizontally positioned with all sides accessible to larvae, with larvae counted on top, sides, and bottom; settlement counted after 48 hours of larvae being released"
DS01,Babcock and Davies (1991),Medium sediment,"Tank 5 and 6, n=6 settlement plates together",larva,Acropora,millepora,n/s,Pacific,"Orpheus Island Research Station, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand and silt of mixed terrigenous and carbonate origin, was collected at a depth of 9 m at the bottom of the reef slope in Pioneer Bay, Orpheus Island ",6.6,mg/cm2/day,6.6,n/a,mean,2,traps,0.6,0.6,s.d.,48,h,2,"sediment and settlement plates were deposited before larvae released into tank, reflects sediment level on TOP surface",Larval settlement,95.3,number of larvae settled,mean,6,"settlement plate, each 64 cm2 area with 48 hr to settle",66.1,124.4,n/a,n/a,95% CI,48,h,n/a,n/a,"Fig. 2 Datathief; lower error bound not shown, but value is estimated based on assumption of symmetrical error bars about the mean",Larval settlement rate,5.84,"% of larvae settled, of n=1630 larvae released per tank",mean rate,6,"settlement plate, each 64 cm2 area with 48 hr to settle",4.06,7.63,n/a,n/a,95% CI,48,h,n/a,n/a,"Larval settlement (Response 1) converted to a rate, based on estimate that 1630 larvae released into each experimental tank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"based on reported ANOVA tests that looked for differences among treatments and tanks, with respect to controls",0,1,0,0,0,NA,0,NA,NA,"Reduced larval settlement only on top facing settlement surfaces. All other configurations, including the total settlement, was unaffected by sediment","lab study with specific estimates of sedimentation stress and its effects on coral settlement; all tiles horizontally positioned with all sides accessible to larvae, with larvae counted on top, sides, and bottom; settlement counted after 48 hours of larvae being released"
DS01,Babcock and Davies (1991),High sediment,"Tank 7 and 8, n=6 settlement plates together",larva,Acropora,millepora,n/s,Pacific,"Orpheus Island Research Station, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand and silt of mixed terrigenous and carbonate origin, was collected at a depth of 9 m at the bottom of the reef slope in Pioneer Bay, Orpheus Island ",217.1,mg/cm2/day,217.1,n/a,mean,2,traps,153.4,153.4,s.d.,48,h,2,"sediment and settlement plates were deposited before larvae released into tank, reflects sediment level on TOP surface",Larval settlement,92.4,number of larvae settled,mean,6,"settlement plate, each 64 cm2 area with 48 hr to settle",56.6,128.2,n/a,n/a,95% CI,48,h,n/a,n/a,"Fig. 2 Datathief; lower error bound not shown, but value is estimated based on assumption of symmetrical error bars about the mean",Larval settlement rate,5.67,"% of larvae settled, of n=1630 larvae released per tank",mean rate,6,"settlement plate, each 64 cm2 area with 48 hr to settle",3.47,7.86,n/a,n/a,95% CI,48,h,n/a,n/a,"Larval settlement (Response 1) converted to a rate, based on estimate that 1630 larvae released into each experimental tank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"based on reported ANOVA tests that looked for differences among treatments and tanks, with respect to controls",0,1,0,0,0,NA,0,NA,NA,"Reduced larval settlement only on top facing settlement surfaces. All other configurations, including the total settlement, was unaffected by sediment","lab study with specific estimates of sedimentation stress and its effects on coral settlement; all tiles horizontally positioned with all sides accessible to larvae, with larvae counted on top, sides, and bottom; settlement counted after 48 hours of larvae being released"
DS02,Babcock and Smith (2000),Control (no sediment),4 days after larvae deployment,larva,Acropora,millepora,n/s,Pacific,"Ningaloo Reef Tract, Western Australia",Field,manipulative,Mar-98,23deg09'S,113deg45'E,"terrestrial sediment of no less than 90% silt/clay (without cement stabilizer), from experimental ""rammed earth bricks""",1.32,mg/cm2/day,1.32,n/a,mean,2,sites,0.3,0.3,95% CI,4,days,4,"value from Table 1, Total for March Reference sites; BOTTOM-specific measurement not given, so this is sediment on TOP surface, presumably",Larval settlement,25.5,number of larvae settled per plate,mean,16,"settlement plate, each 64 cm2 area with 48 hr to settle",18.9,32.1,n/a,n/a,95% CI,4,days,n/a,n/a,Fig. 1 Datathief,Larval settlement rate,2.13,"% of larvae settled, of n=1630 larvae released per tank",mean rate,16,"settlement plate, each 64 cm2 area with 48 hr to settle",1.58,2.68,n/a,n/a,95% CI,4,days,n/a,n/a,"Larval settlement (Response 1) converted to a rate, based on estimate that 1200 larvae released into each field enclosure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,based on statistics in Table 2,0,1,0,0,0,NA,0,NA,NA,"manipulative experiment in the field that applied sediment with dissolving block and tracked larval settlement (after 4 days) and recruitment (survival after 8 mo) of experimentally added larvae; most settlement/recruitment was on UNDERSIDE of tiles, where presumably there was not sediment, but there was still a treatment effect, indicating an indirect effect of sediment (on topside) on overall settlement/recruitment","manipulative experiment in the field that applied sediment with dissolving block and tracked larval settlement (after 4 days) and recruitment (survival after 8 mo) of experimentally added larvae; most settlement/recruitment was on UNDERSIDE of tiles, where presumably there was not sediment, but there was still a treatment effect!, indicating an indirect effect of sediment (on topside) on overall settlement/recruitment -- look at other studies of larval success to see if comparable surface orientation"
